time,event,qty,price
2024-05-02T09:42:06,LE2,1,17544.75
2024-05-02T09:42:06,LE1,1,17537.25
2024-05-02T09:45:15,Parabolic stop,1,17527.50
2024-05-02T09:47:45,Parabolic stop,1,17523.50
2024-05-02T09:54:46,LE2,1,17510.25
2024-05-02T09:54:46,LE1,1,17502.75
2024-05-02T09:57:05,Profit target,1,17524.75
2024-05-02T09:59:54,Parabolic stop,1,17499.50
2024-05-02T10:03:58,LE2,1,17470.00
2024-05-02T10:04:33,Parabolic stop,1,17451.00
2024-05-02T10:10:37,LE2,1,17413.50
2024-05-02T10:13:38,Profit target,1,17449.50
2024-05-02T10:36:46,SE1,1,17501.75
2024-05-02T10:36:46,SE2,1,17501.75
2024-05-02T10:39:22,Profit target,1,17479.75
2024-05-02T10:42:37,Profit target,1,17465.75
2024-05-02T12:39:51,LE2,1,17522.25
2024-05-02T13:07:00,Profit target,1,17558.25
2024-05-02T15:03:57,SE1,1,17651.00
2024-05-02T15:03:57,SE2,1,17651.00
2024-05-02T15:05:55,Parabolic stop,1,17672.75
2024-05-02T15:05:55,Parabolic stop,1,17672.75
2024-05-02T16:30:04,SE1,1,17700.00
2024-05-02T16:30:04,SE2,1,17700.00
2024-05-02T16:30:04,Parabolic stop,1,17722.25
2024-05-02T16:30:04,Parabolic stop,1,17722.25
2024-05-03T04:01:18,LE2,1,17749.50
2024-05-03T06:05:14,Parabolic stop,1,17756.25
2024-05-03T08:29:50,SE1,1,17791.25
2024-05-03T08:29:50,SE2,1,17791.25
2024-05-03T08:29:54,Profit target,1,17769.25
2024-05-03T08:29:59,Profit target,1,17755.25
2024-05-03T08:37:18,SE1,1,17942.00
2024-05-03T08:37:18,SE2,1,17942.00
2024-05-03T08:41:06,Profit target,1,17920.00
2024-05-03T08:44:18,Profit target,1,17906.00
2024-05-03T09:51:12,SE1,1,17987.75
2024-05-03T09:51:12,SE2,1,17987.75
2024-05-03T09:53:19,Parabolic stop,1,18007.25
2024-05-03T09:53:19,Parabolic stop,1,18007.25
2024-05-03T10:00:10,SE1,1,18030.00
2024-05-03T10:00:10,SE2,1,18030.00
2024-05-03T10:00:13,Profit target,1,18008.00
2024-05-03T10:00:17,Profit target,1,17994.00
2024-05-03T10:02:20,LE2,1,17979.00
2024-05-03T10:02:23,Parabolic stop,1,17963.25
2024-05-03T10:05:35,LE2,1,17959.00
2024-05-03T10:06:51,Parabolic stop,1,17949.25
2024-05-03T10:09:58,LE2,1,17949.25
2024-05-03T10:10:20,Parabolic stop,1,17929.75
2024-05-03T10:17:28,LE2,1,17940.25
2024-05-03T10:17:46,Parabolic stop,1,17918.00
2024-05-03T10:22:21,LE2,1,17929.50
2024-05-03T10:24:41,Parabolic stop,1,17916.75
2024-05-03T10:27:44,LE2,1,17924.00
2024-05-03T10:29:14,Profit target,1,17960.00
2024-05-03T11:16:30,LE2,1,17924.00
2024-05-03T11:32:03,Profit target,1,17960.00
2024-05-03T14:55:38,SE1,1,18009.00
2024-05-03T14:55:38,SE2,1,18009.00
2024-05-06T02:27:23,LE2,1,18012.50
2024-05-06T03:15:02,Parabolic stop,1,18000.50
2024-05-06T09:41:57,SE1,1,18081.75
2024-05-06T09:41:57,SE2,1,18081.75
2024-05-06T09:49:13,Parabolic stop,1,18103.00
2024-05-06T09:49:13,Parabolic stop,1,18103.00
2024-05-06T12:32:26,LE2,1,18095.00
2024-05-06T12:47:09,Parabolic stop,1,18091.50
2024-05-06T16:59:59,SE1,1,18188.50
2024-05-06T16:59:59,SE2,1,18188.50
2024-05-06T21:05:25,Parabolic stop,1,18194.00
2024-05-06T21:05:25,Parabolic stop,1,18194.00
2024-05-07T08:44:39,LE2,1,18179.75
2024-05-07T09:31:19,Profit target,1,18215.75
2024-05-07T11:34:39,SE1,1,18243.50
2024-05-07T11:34:39,SE2,1,18243.50
2024-05-07T13:27:51,Parabolic stop,1,18259.50
2024-05-07T13:27:51,Parabolic stop,1,18259.50
2024-05-07T14:05:19,LE2,1,18211.50
2024-05-07T14:05:19,LE1,1,18204.25
2024-05-07T14:05:19,Parabolic stop,1,18189.25
2024-05-07T14:19:56,Parabolic stop,1,18181.00
2024-05-07T14:51:19,LE2,1,18195.50
2024-05-07T14:51:19,LE1,1,18188.25
2024-05-07T15:50:00,Profit target,1,18210.25
2024-05-07T15:50:08,Parabolic stop,1,18196.50
2024-05-07T15:55:19,SE1,1,18200.00
2024-05-07T15:55:19,SE2,1,18200.00
2024-05-07T20:02:48,LE2,1,18210.75
2024-05-07T21:15:29,Parabolic stop,1,18189.75
2024-05-08T05:27:54,SE1,1,18197.25
2024-05-08T05:27:54,SE2,1,18197.25
2024-05-08T07:01:25,Profit target,1,18175.25
2024-05-08T07:14:02,Profit target,1,18161.25
2024-05-08T09:31:08,LE2,1,18099.50
2024-05-08T09:46:17,Profit target,1,18135.50
2024-05-08T13:44:34,LE2,1,18166.25
2024-05-08T14:16:29,Parabolic stop,1,18171.00
2024-05-08T16:59:59,LE2,1,18156.50
2024-05-09T02:02:50,Parabolic stop,1,18143.00
2024-05-09T03:07:01,LE2,1,18161.25
2024-05-09T03:07:01,LE1,1,18154.00
2024-05-09T03:07:01,Parabolic stop,1,18139.00
2024-05-09T03:28:23,Parabolic stop,1,18130.50
2024-05-09T06:02:03,LE2,1,18133.50
2024-05-09T06:25:16,Parabolic stop,1,18132.25
2024-05-09T09:31:51,SE1,1,18188.25
2024-05-09T09:31:51,SE2,1,18188.25
2024-05-09T09:36:11,Profit target,1,18166.25
2024-05-09T09:40:02,Profit target,1,18152.25
2024-05-10T07:53:24,SE1,1,18286.50
2024-05-10T07:53:24,SE2,1,18286.50
2024-05-10T08:46:28,Profit target,1,18264.50
2024-05-10T08:57:17,Profit target,1,18250.50
2024-05-10T10:41:56,LE2,1,18246.25
2024-05-10T10:43:09,Parabolic stop,1,18228.75
2024-05-10T10:58:55,LE2,1,18219.25
2024-05-10T11:28:52,Parabolic stop,1,18218.25
2024-05-10T13:08:40,SE1,1,18231.75
2024-05-10T13:08:40,SE2,1,18231.75
2024-05-10T13:46:44,Profit target,1,18209.75
2024-05-10T13:52:15,Parabolic stop,1,18236.75
2024-05-20T16:59:59,LE2,1,18747.50
2024-05-21T05:20:40,Parabolic stop,1,18734.00
2024-05-21T07:07:36,LE2,1,18758.75
2024-05-21T07:07:36,LE1,1,18751.25
2024-05-21T07:07:36,Parabolic stop,1,18737.25
2024-05-21T08:30:00,Parabolic stop,1,18730.25
2024-05-21T09:34:08,LE2,1,18705.50
2024-05-21T09:35:08,Parabolic stop,1,18687.25
2024-05-22T03:07:12,SE1,1,18803.75
2024-05-22T03:07:12,SE2,1,18803.75
2024-05-22T05:19:17,Profit target,1,18781.75
2024-05-22T06:29:02,Profit target,1,18767.75
2024-05-22T10:07:13,SE1,1,18812.50
2024-05-22T10:07:13,SE2,1,18812.50
2024-05-22T11:05:08,Parabolic stop,1,18834.00
2024-05-22T11:05:08,Parabolic stop,1,18834.00
2024-05-22T12:08:43,LE2,1,18828.50
2024-05-22T12:10:17,Parabolic stop,1,18806.50
2024-05-22T13:15:52,LE2,1,18818.50
2024-05-22T13:25:03,Parabolic stop,1,18798.25
2024-05-22T14:01:03,LE2,1,18763.75
2024-05-22T14:01:04,Parabolic stop,1,18740.00
2024-05-22T14:04:39,LE2,1,18731.00
2024-05-22T14:06:15,Parabolic stop,1,18738.00
2024-05-22T14:23:06,LE2,1,18723.50
2024-05-22T14:23:06,LE1,1,18716.00
2024-05-22T14:24:36,Parabolic stop,1,18702.75
2024-05-22T14:28:00,Parabolic stop,1,18696.25
2024-05-22T14:47:20,LE2,1,18713.75
2024-05-22T15:08:12,Parabolic stop,1,18713.50
2024-05-22T16:20:21,LE2,1,18739.50
2024-05-22T16:20:25,Profit target,1,18775.50
2024-05-22T16:31:19,LE2,1,18819.75
2024-05-22T16:31:19,LE1,1,18812.25
2024-05-22T16:31:19,Parabolic stop,1,18796.75
2024-05-22T16:34:18,Parabolic stop,1,18790.25
2024-05-22T16:35:05,LE2,1,18792.75
2024-05-22T16:39:21,Parabolic stop,1,18795.75
2024-05-23T10:00:33,LE2,1,18867.00
2024-05-23T10:03:28,Parabolic stop,1,18848.75
2024-05-23T11:01:00,LE2,1,18832.25
2024-05-23T11:08:22,Profit target,1,18868.25
2024-05-23T13:28:54,LE2,1,18843.50
2024-05-23T13:29:06,Parabolic stop,1,18822.50
2024-05-23T13:40:29,LE2,1,18807.50
2024-05-23T13:40:53,Parabolic stop,1,18784.75
2024-05-23T14:08:28,LE2,1,18710.25
2024-05-23T14:08:28,LE1,1,18703.00
2024-05-23T14:10:10,Parabolic stop,1,18688.25
2024-05-23T14:18:51,Parabolic stop,1,18694.75
2024-05-23T14:26:35,LE2,1,18695.75
2024-05-23T14:26:45,Parabolic stop,1,18674.00
2024-05-23T14:37:19,LE2,1,18684.25
2024-05-23T14:41:27,Parabolic stop,1,18671.75
2024-05-23T15:01:31,LE2,1,18656.50
2024-05-23T15:01:59,Parabolic stop,1,18636.75
2024-05-23T15:09:18,LE2,1,18650.75
2024-05-23T15:09:18,LE1,1,18643.25
2024-05-23T15:09:18,Parabolic stop,1,18628.00
2024-05-23T15:20:10,Profit target,1,18665.25
2024-05-24T08:55:11,SE1,1,18751.75
2024-05-24T08:55:11,SE2,1,18751.75
2024-05-24T09:29:27,Parabolic stop,1,18768.50
2024-05-24T09:29:27,Parabolic stop,1,18768.50
2024-05-24T09:34:08,LE2,1,18761.75
2024-05-24T09:35:01,Parabolic stop,1,18749.75
2024-05-24T13:26:18,LE2,1,18904.50
2024-05-24T13:26:18,LE1,1,18897.00
2024-05-24T13:26:18,Parabolic stop,1,18881.75
2024-05-24T14:03:30,Profit target,1,18919.00
2024-05-24T15:06:56,LE2,1,18864.00
2024-05-24T15:06:56,LE1,1,18856.75
2024-05-24T15:38:08,Profit target,1,18878.75
2024-05-24T15:38:16,Parabolic stop,1,18855.25
2024-05-27T01:04:35,LE2,1,18862.50
2024-05-27T02:56:19,Parabolic stop,1,18865.75
2024-05-28T11:06:14,SE1,1,18907.50
2024-05-28T11:06:14,SE2,1,18907.50
2024-05-28T11:30:04,Parabolic stop,1,18931.50
2024-05-28T11:30:04,Parabolic stop,1,18931.50
2024-05-28T12:20:10,SE1,1,18918.50
2024-05-28T12:20:10,SE2,1,18918.50
2024-05-28T12:46:29,Parabolic stop,1,18940.25
2024-05-28T12:46:29,Parabolic stop,1,18940.25
2024-05-28T14:06:29,LE2,1,18920.25
2024-05-28T14:06:29,LE1,1,18912.75
2024-05-28T14:11:57,Parabolic stop,1,18894.75
2024-05-28T14:18:05,Parabolic stop,1,18896.25
2024-05-28T14:55:12,LE2,1,18848.50
2024-05-28T15:09:51,Parabolic stop,1,18864.00
2024-05-29T04:04:30,LE2,1,18875.00
2024-05-29T04:04:30,LE1,1,18867.50
2024-05-29T04:04:30,Parabolic stop,1,18851.75
2024-05-29T04:07:59,Parabolic stop,1,18843.25
2024-05-29T06:12:09,LE2,1,18827.00
2024-05-29T06:24:52,Parabolic stop,1,18806.50
2024-05-29T07:52:27,LE2,1,18824.75
2024-05-29T08:15:33,Parabolic stop,1,18806.50
2024-05-29T09:30:29,LE2,1,18783.75
2024-05-29T09:38:54,Parabolic stop,1,18794.75
2024-05-29T10:03:01,SE1,1,18826.75
2024-05-29T10:03:01,SE2,1,18826.75
2024-05-29T10:14:21,Parabolic stop,1,18842.00
2024-05-29T10:14:21,Parabolic stop,1,18842.00
2024-05-29T12:21:17,LE2,1,18850.50
2024-05-29T12:54:13,Parabolic stop,1,18852.50
2024-05-29T13:50:36,LE2,1,18846.00
2024-05-29T13:58:10,Parabolic stop,1,18840.50
2024-05-29T15:21:54,LE2,1,18842.25
2024-05-29T15:28:58,Parabolic stop,1,18837.00
2024-05-29T16:00:00,LE2,1,18814.00
2024-05-29T16:00:00,LE1,1,18806.50
2024-05-29T16:00:00,Parabolic stop,1,18791.75
2024-05-29T16:27:35,Parabolic stop,1,18784.25
2024-05-29T16:59:59,LE2,1,18757.00
2024-05-29T18:00:32,Parabolic stop,1,18738.00
2024-05-30T03:11:47,LE2,1,18686.25
2024-05-30T03:11:47,LE1,1,18678.75
2024-05-30T03:42:06,Profit target,1,18700.75
2024-05-30T04:33:57,Profit target,1,18722.25
2024-05-30T10:16:26,LE2,1,18713.50
2024-05-30T10:22:31,Parabolic stop,1,18705.00
2024-05-30T10:50:16,LE2,1,18675.50
2024-05-30T10:50:24,Parabolic stop,1,18653.00
2024-05-30T11:17:21,LE2,1,18653.25
2024-05-30T11:34:50,Profit target,1,18689.25
2024-05-30T14:17:48,LE2,1,18681.00
2024-05-30T14:20:39,Parabolic stop,1,18663.00
2024-05-30T15:30:04,LE2,1,18642.00
2024-05-30T15:30:26,Parabolic stop,1,18619.75
2024-05-30T15:51:28,LE2,1,18576.25
2024-05-30T15:54:24,Profit target,1,18612.25
2024-05-30T21:01:25,LE2,1,18530.25
2024-05-30T22:18:43,Parabolic stop,1,18540.50
2024-05-31T04:09:46,LE2,1,18543.75
2024-05-31T04:25:02,Parabolic stop,1,18550.50
2024-05-31T06:59:31,LE2,1,18513.75
2024-05-31T07:36:02,Profit target,1,18549.75
2024-05-31T08:30:10,SE1,1,18595.00
2024-05-31T08:30:10,SE2,1,18595.00
2024-05-31T08:30:18,Profit target,1,18573.00
2024-05-31T08:30:31,Parabolic stop,1,18604.00
2024-05-31T09:48:01,LE2,1,18590.25
2024-05-31T09:48:01,LE1,1,18582.75
2024-05-31T09:48:56,Parabolic stop,1,18569.00
2024-05-31T09:50:41,Parabolic stop,1,18560.25
2024-05-31T10:04:39,LE2,1,18535.00
2024-05-31T10:08:09,Parabolic stop,1,18522.25
2024-05-31T10:38:34,LE2,1,18392.75
2024-05-31T10:38:34,LE1,1,18385.25
2024-05-31T10:38:34,Parabolic stop,1,18369.50
2024-05-31T10:43:40,Parabolic stop,1,18364.00
2024-05-31T10:55:45,LE2,1,18387.50
2024-05-31T10:57:04,Parabolic stop,1,18379.75
2024-05-31T11:35:39,LE2,1,18335.75
2024-05-31T11:35:39,LE1,1,18328.25
2024-05-31T11:37:35,Parabolic stop,1,18317.00
2024-05-31T11:50:33,Parabolic stop,1,18311.25
2024-05-31T12:30:51,LE2,1,18270.75
2024-05-31T12:43:23,Parabolic stop,1,18274.00
2024-05-31T14:41:07,LE2,1,18339.25
2024-05-31T14:45:16,Parabolic stop,1,18346.00
2024-05-31T16:00:03,SE1,1,18585.00
2024-05-31T16:00:03,SE2,1,18585.00
2024-05-31T16:01:10,Parabolic stop,1,18607.00
2024-05-31T16:01:10,Parabolic stop,1,18607.00
2024-05-31T16:59:59,LE2,1,18642.00
2024-06-03T02:39:05,Parabolic stop,1,18656.50
2024-06-03T09:35:44,SE1,1,18710.50
2024-06-03T09:35:44,SE2,1,18710.50
2024-06-03T09:37:41,Parabolic stop,1,18732.25
2024-06-03T09:37:41,Parabolic stop,1,18732.25
2024-06-03T10:13:29,LE2,1,18676.25
2024-06-03T10:15:04,Parabolic stop,1,18687.25
2024-06-03T10:20:29,SE1,1,18683.50
2024-06-03T10:20:29,SE2,1,18683.50
2024-06-03T10:24:08,Parabolic stop,1,18706.25
2024-06-03T10:24:08,Parabolic stop,1,18706.25
2024-06-03T12:27:10,LE2,1,18517.25
2024-06-03T12:27:10,LE1,1,18509.75
2024-06-03T12:27:10,Parabolic stop,1,18495.50
2024-06-03T12:31:45,Parabolic stop,1,18488.25
2024-06-03T12:37:31,LE2,1,18501.50
2024-06-03T12:50:49,Parabolic stop,1,18489.00
2024-06-03T12:54:44,LE2,1,18496.75
2024-06-03T12:54:46,Parabolic stop,1,18475.00
2024-06-03T13:14:30,LE2,1,18464.50
2024-06-03T13:20:43,Profit target,1,18500.50
2024-06-03T14:21:05,LE2,1,18556.50
2024-06-03T14:26:19,Parabolic stop,1,18544.25
2024-06-09T19:11:44,SE1,1,19037.50
2024-06-09T19:11:44,SE2,1,19037.50
2024-06-09T20:16:17,Profit target,1,19015.50
2024-06-09T23:10:38,Parabolic stop,1,19047.50
2024-06-10T05:41:52,LE2,1,19003.00
2024-06-10T06:34:37,Parabolic stop,1,19019.50
2024-06-10T11:59:27,SE1,1,19092.25
2024-06-10T11:59:27,SE2,1,19092.25
2024-06-10T12:16:22,Parabolic stop,1,19118.25
2024-06-10T12:16:22,Parabolic stop,1,19118.25
2024-06-10T14:36:44,LE2,1,19062.75
2024-06-10T15:03:09,Profit target,1,19098.75
2024-06-11T01:59:12,LE2,1,19104.50
2024-06-11T02:01:02,Parabolic stop,1,19085.00
2024-06-11T07:54:46,LE2,1,19057.25
2024-06-11T09:35:12,Parabolic stop,1,19068.75
2024-06-11T09:52:00,LE2,1,19033.25
2024-06-11T09:52:04,Parabolic stop,1,19010.50
2024-06-11T09:58:05,LE2,1,19022.75
2024-06-11T10:05:03,Profit target,1,19058.75
2024-06-11T13:22:08,SE1,1,19118.75
2024-06-11T13:22:08,SE2,1,19118.75
2024-06-11T13:37:30,Parabolic stop,1,19140.00
2024-06-11T13:37:30,Parabolic stop,1,19140.00
2024-06-11T14:44:45,SE1,1,19210.50
2024-06-11T14:44:45,SE2,1,19210.50
2024-06-11T15:21:19,Profit target,1,19188.50
2024-06-11T15:54:09,Parabolic stop,1,19219.50
2024-06-11T20:52:01,SE1,1,19248.25
2024-06-11T20:52:01,SE2,1,19248.25
2024-06-12T02:10:41,Parabolic stop,1,19270.75
2024-06-12T02:10:41,Parabolic stop,1,19270.75
2024-06-12T08:30:20,SE1,1,19431.00
2024-06-12T08:30:20,SE2,1,19431.00
2024-06-12T08:30:22,Profit target,1,19409.00
2024-06-12T08:30:26,Parabolic stop,1,19419.75
2024-06-12T08:49:28,LE2,1,19412.75
2024-06-12T09:15:25,Parabolic stop,1,19398.25
2024-06-12T09:31:42,LE2,1,19404.75
2024-06-12T09:34:57,Parabolic stop,1,19416.75
2024-06-12T11:05:39,LE2,1,19516.50
2024-06-12T11:08:14,Parabolic stop,1,19499.75
2024-06-12T13:12:47,LE2,1,19523.75
2024-06-12T13:26:18,Parabolic stop,1,19511.25
2024-06-12T13:58:49,LE2,1,19520.75
2024-06-12T13:58:49,LE1,1,19513.25
2024-06-12T13:58:49,Parabolic stop,1,19464.75
2024-06-12T14:00:01,Parabolic stop,1,19464.75
2024-06-12T14:00:08,LE2,1,19478.25
2024-06-12T14:00:09,Parabolic stop,1,19472.00
2024-06-12T14:02:36,SE1,1,19511.25
2024-06-12T14:02:36,SE2,1,19511.25
2024-06-12T14:03:03,Profit target,1,19489.25
2024-06-12T14:05:01,Profit target,1,19475.25
2024-06-12T14:10:00,LE2,1,19498.25
2024-06-12T14:10:03,Parabolic stop,1,19480.75
2024-06-12T14:51:03,LE2,1,19504.25
2024-06-12T14:51:03,LE1,1,19497.00
2024-06-12T14:51:03,Parabolic stop,1,19478.00
2024-06-12T14:53:01,Parabolic stop,1,19465.75
2024-06-12T14:54:19,LE2,1,19494.50
2024-06-12T14:54:19,LE1,1,19487.00
2024-06-12T14:56:27,Profit target,1,19509.00
2024-06-12T14:57:32,Parabolic stop,1,19510.50
2024-06-12T15:30:36,LE2,1,19471.25
2024-06-12T15:31:00,Parabolic stop,1,19450.00
2024-06-12T15:32:41,LE2,1,19471.25
2024-06-12T15:32:41,Parabolic stop,1,19446.00
2024-06-12T15:44:52,LE2,1,19461.00
2024-06-12T15:44:52,LE1,1,19453.50
2024-06-12T15:47:31,Profit target,1,19475.50
2024-06-12T15:49:18,Profit target,1,19497.00
2024-06-13T10:00:49,LE2,1,19644.25
2024-06-13T10:01:11,Parabolic stop,1,19622.00
2024-06-13T10:29:05,LE2,1,19564.75
2024-06-13T10:30:17,Parabolic stop,1,19560.50
2024-06-13T10:49:45,LE2,1,19584.75
2024-06-13T10:50:14,Parabolic stop,1,19563.50
2024-06-13T12:32:04,LE2,1,19529.75
2024-06-13T12:45:43,Parabolic stop,1,19523.00
2024-06-13T14:07:04,LE2,1,19577.00
2024-06-13T15:04:38,Profit target,1,19613.00
2024-06-14T06:10:16,LE2,1,19553.00
2024-06-14T06:10:16,LE1,1,19545.50
2024-06-14T06:10:16,Parabolic stop,1,19531.00
2024-06-14T06:23:31,Parabolic stop,1,19521.75
2024-06-14T06:30:47,LE2,1,19550.00
2024-06-14T06:38:16,Parabolic stop,1,19534.75
2024-06-14T07:10:26,LE2,1,19530.75
2024-06-14T07:35:46,Profit target,1,19566.75
2024-06-14T10:00:09,SE1,1,19626.25
2024-06-14T10:00:09,SE2,1,19626.25
2024-06-14T10:09:09,Profit target,1,19604.25
2024-06-14T10:12:34,Profit target,1,19590.25
2024-06-14T10:29:05,SE1,1,19627.50
2024-06-14T10:29:05,SE2,1,19627.50
2024-06-14T10:32:33,Profit target,1,19605.50
2024-06-14T10:36:07,Profit target,1,19591.50
2024-06-14T11:54:04,LE2,1,19592.50
2024-06-14T12:10:16,Profit target,1,19628.50
2024-06-14T13:57:54,SE1,1,19655.50
2024-06-14T13:57:54,SE2,1,19655.50
2024-06-14T14:16:29,Profit target,1,19633.50
2024-06-14T14:23:04,Parabolic stop,1,19657.25
